##--attempt to match TCSAM02 2024 assessment model 24_22_03d5
#========================================================================================================
#  Gmacs Main Data File Version 1.1: TANNER CRAB 2025_01
#  GEAR_INDEX	DESCRIPTION
#  1  :  TCF - Directed fishery                 (retained & 2-sex total catch, zcs)
#  2  :  SCF - snow crab fishery                (2-sex total catch, zcs)
#  3  :  RKF - BBRKC fishery                    (2-sex total catch, zcs)
#  4  :  GFA - Groundfish fisheries, all gear   (combined-sex total catch, 2-sex zcs)
#  5  :  NNMFS_1975 - NMFS EBS bottom trawl survey, 1975-81
#  6  :  NNMFS_1982 - NMFS EBS bottom trawl survey, 1982+
#  7  :  BSFRF - BSFRF SBS bottom trawl survey (all years)
#========================================================================================================
1948	# Start	year
2023	# End	year
 3	# Number of seasons
 6	# Number of fleets (fishing fleets and surveys)
 2	# Number of sexes	 (both sexes)
 1	# Number of shell condition types
 2	# Number of maturity types
32	# Number of size-classes in the	model
 3   # Season recruitment occurs           (?beginning or end of season?)
 3   # Season molting and growth occurs    (?beginning or end of season?)
 3   # Season to calculate SSB             (?beginning or end of season?)
 1   # Season for N output                 (?beginning or end of season?)
# maximum size-class (males then females)
32  #-- males 
28  #--females 
#	size_breaks (a vector giving the break points between size intervals, dim=nclass+1)
24.5    29.5    34.5    39.5    44.5    49.5    54.5    59.5    64.5    69.5    74.5    79.5    84.5    89.5    94.5    99.5    104.5    109.5    114.5    119.5    124.5    129.5    134.5    139.5    144.5    149.5    154.5    159.5    164.5    169.5    174.5    179.5    184.5 
#	Natural	mortality	per	season	input	type	(1	=	vector	by	"season,"	2	=	matrix	by	season/year)														
1	# OK																											
#	Proportion of the total	natural	mortality to be	applied	each season
##     Season
0.62 #--Season 1  Summer/Fall/Winter: 0.000-0.62
0.01 #--Season 2  Fisheries:          0.62-0.63 
0.37 #--Season 3  Winter/Spring:      0.63-1.000

# Fishing fleet	names (delimited with spaces; no spaces in names)
TCF #--directed Tanner crab fishery
SCF #--bycatch in snow crab fishery
RKF #--bycatch in BBRKC fishery
GFA #--bycatch in groundfish undetermined gear fisheries
# Survey names (delimited with spaces; no spaces in names)
NMFS  #--NMFS survey, indices for undetermined males, immature females, mature females
BSFRF #--BSFRF survey, indices for undetermined males, immature females, mature females
# Are the seasons instantaneous (0) or continuous (1)   <-really should move this before names
1 1 1  
##------------------------------------------------------------
##--CATCH DATA------------------------------------------------
##------------------------------------------------------------
1 #--input format for catch data (0:old format; 1: new format)
5 #--number of catch dataframes
#------------------
#--1 fleet: TCF; gear: pot; catch_type: RETAINED; units: THOUSANDS_MT.
BIOMASS        #--units type (1,000's mt)
RETAINED       #--catch type
TCF            #--fleet
male           #--sex (male(s), female(s), undetermined)
undetermined   #--maturity (immature, mature, undetermined)
undetermined   #--shell condition (new shell, old shell, undetermined)
44        #--number of rows in dataframe
#year  season  value  cv  multiplier  effort  discard_mortality
2004  1  119.74665  18.54006993  32.38725283  24.13505458  21.34379087  15.25778346  9.428767651  13.84622845  10.39372587  6.273419447  7.818897462  6.933423581  7.030519405  7.171028557  8.653059008  10.01803757  9.540322319  9.048855177  8.142084728  7.348112557  5.574493809  3.398235428  2.492121471  1.525471656  1.130547343  0.797796593  0.804207418  0.448469716  0.467092244  0.289727902  0.077405972  0.052750644  0
2005  1  121.01583  8.381876983  22.86009771  15.34395415  25.93842407  32.68073101  32.45380011  28.06313591  20.41919944  13.59163315  10.39593952  9.379695088  13.56723315  8.948645313  13.24355059  11.73537157  10.63172172  9.986236313  9.509671282  9.32298693  10.85662993  7.37859887  7.287167787  5.065602265  3.01476074  2.866252895  1.293672378  0.645484792  0.526232694  0.272538032  0.056974036  0  0
2006  1  126.29866  4.678211148  6.635537914  5.248726836  12.36849195  14.58059847  13.48864215  27.76879194  35.15248961  37.15261414  41.60170174  38.59539996  31.43469591  25.89400108  24.99155026  21.87627502  22.94569036  15.83543042  16.21612674  12.87904098  12.44784681  10.91910624  8.672758194  7.126304159  4.203841425  3.036842787  1.576394114  0.926119285  0.287461594  0.114987607  0  0  0
2007  1  130.21802  4.048414054  6.081105198  6.55237891  16.7517061  22.62088973  15.79832498  17.97370608  22.04406055  16.14153233  18.31904471  22.82902264  23.43028339  24.66344731  36.66548644  30.83935187  30.1555247  23.67185448  20.29183449  15.55784332  13.68699338  10.93506497  8.553186524  6.580293135  3.775435091  2.054073091  1.249808485  0.651631905  0.465451426  0.13651359  0  0  0
2008  1  128.51552  3.574679444  5.970468452  3.436208485  4.965665431  3.426060405  3.335205704  6.905822383  6.140473576  6.64513006  8.038094455  9.378807735  9.10874545  13.84569561  17.70490534  20.24712304  18.90254383  17.50132762  16.57281144  15.10563338  15.20807674  12.01727052  10.17957363  6.079240248  3.11457152  2.899047152  2.174065783  1.7754673  1.164513913  0.806335009  0.129416316  0.095060267  0
2009  1  118.76801  11.66292079  13.39934573  9.162463986  6.986748808  5.825165121  5.186358465  7.498355463  6.186078923  3.184550748  3.734106738  5.590342504  5.284294463  6.193113467  8.270506547  10.97210443  8.529989563  8.29386498  9.107108432  10.31589927  7.484735379  8.323494983  6.305215539  4.396323365  2.160374961  1.190895103  0.899301902  0.754015782  0.352205372  0.178965988  0.095189147  0.024386117  0.032917494
2010  1  120.54595  7.357584216  19.49213861  12.36824352  13.38936583  16.71224578  11.7054507  7.540623888  6.972262603  6.611994601  3.926130598  4.028364804  3.382042414  4.45139584  6.898139685  6.695030271  7.837479043  7.849828306  7.507986917  8.82220207  9.430747143  8.67157531  6.489515664  4.240027935  2.476792562  2.570636129  1.724191305  0.912510338  0.676251753  0.305573275  0.087549958  0.02558996  0
2011  1  119.06837  13.92395441  25.33371155  18.07563257  35.05186565  30.05004548  20.25863148  22.77513187  28.08525763  27.64179707  19.82264608  15.40837292  11.99959571  11.19574703  7.349202598  9.452776952  8.626048717  8.038890896  8.215227719  8.575992051  6.714011231  7.708437522  4.986319104  3.738603328  3.141635874  2.433233896  2.28529225  2.36969152  1.348754175  0.584704067  0.21352657  0.028422094  0
2012  1  122.7908  5.228455526  8.590307724  10.13927694  18.25574229  14.97399674  19.52466869  34.63445076  45.45196786  30.27614846  24.65108701  27.33939961  29.27766782  33.24924061  30.15867857  23.10445327  16.72860691  14.93551247  12.07791256  9.789544585  7.526191115  5.480402683  4.400372127  2.709751915  1.964906851  1.372169958  0.731352432  0.642078645  0.549403338  0.354944898  0.2805377  0.052922163  0
2013  1  128.60104  11.76964038  9.476907335  7.500953522  9.434170133  11.24849825  10.05637203  13.14922027  16.08856883  17.17448421  19.26401774  22.43094231  25.06321591  22.57148214  17.44436725  17.47406358  22.68095119  25.29952194  26.54090311  29.09706953  21.80267588  11.72629854  6.701455518  4.322478299  3.215366917  1.906472032  1.166127788  0.359757252  0.687524925  0.164850187  0.052556274  0  0.030612583
2014  1  143.49324  6.340826967  15.11468849  6.727039658  11.49213265  10.57516649  7.26428441  6.567545403  6.99963738  4.448592468  6.113592615  13.03731402  13.73812194  13.73353135  17.86110349  22.15238438  28.7713533  29.45629291  27.71603052  22.94319155  18.77089065  13.55953962  9.809967936  9.368702509  5.776876087  3.893937284  1.844212552  1.166329757  0.615338714  0.340259595  0.201764971  0.061743943  0
2015  1  138.87223  4.12652524  5.794954679  3.572303405  4.43686473  5.495631203  6.297456287  6.039087865  4.788684482  4.220632542  4.14114887  4.315733272  5.740819042  6.168392643  7.926158916  10.66794978  12.36322722  13.58823108  14.27045703  15.89218923  15.3204808  12.16755931  10.82017285  8.102131174  5.350657613  3.246978676  2.096551094  1.148263717  0.471925877  0.188141747  0.116051058  0  0.051354567
2016  1  140.56041  5.727672523  5.277971481  5.263916033  7.544208427  4.959558572  3.789029991  4.106863399  2.756855096  2.070576866  2.450522328  4.22664936  5.4580002  5.968515995  8.218018821  10.85319555  11.36405145  13.1230606  14.85680197  15.2924093  15.98917117  11.1830047  9.244151912  8.220591849  4.952991886  2.33474625  1.520774134  0.726906727  0.264250025  0.028010993  0.078775898  0  0
2017  1  129.60217  17.37216763  22.36992582  6.883100389  5.688249071  5.1127938  2.211627769  1.992902226  1.973023341  1.614605456  2.450508245  2.698324223  2.769189119  4.337228176  4.465884436  6.310478826  7.928348683  9.44612868  10.47185301  11.65686113  12.18611209  9.334394069  8.222687747  6.015303658  3.679272626  2.775729699  1.265796061  0.906379665  0.33747674  0.139642314  0.085518609  0  0
2018  1  116.66313  18.54513596  25.13823112  32.34642632  42.64702142  19.44621439  11.51945972  10.75488417  5.902538868  3.510692297  3.339905153  3.286128304  3.117511746  3.931804929  5.560566116  5.721295219  6.698947275  5.914036914  7.684964524  9.705797183  8.988890078  7.400994591  6.693939124  4.698903162  3.443903184  2.319738149  0.888296668  0.624718498  0.173761938  0.167705152  0.05312524  0.029337279  0
2019  1  108.36617  15.81958557  31.08691824  16.41672446  19.16955323  15.2858757  10.16730146  10.56540039  8.483163745  6.460149837  5.939824928  6.665237841  6.107743478  5.008739833  5.356889277  6.194539836  4.30851513  3.524707923  3.519979971  4.240431322  3.926397776  4.014882591  3.259944481  2.725281612  1.48890882  0.681209412  0.301501438  0.349301606  0.153799473  0  0.030586626  0.028813385  0
2021  1  114.62437  18.94947564  25.50015116  6.77883148  12.74624081  8.693330444  7.263078677  9.102776807  8.869141161  8.095365931  8.678065484  9.319578197  9.857092115  10.34707885  10.16958673  10.12066556  9.120424373  8.102417195  6.184353475  4.22883445  3.806071102  2.72117728  1.552660142  0.898834952  0.47380843  0.445692483  0.067103277  0.044746883  0.028156949  0  0  0  0
2022  1  116.61802  15.48161721  37.17464556  17.90409838  16.41309509  11.11585886  5.753384929  7.458470493  6.036454756  3.346750945  3.88553467  3.965155193  5.087283787  5.932262568  7.539661866  7.260636989  7.941557947  6.759070431  6.328924963  6.408179616  4.94774458  3.126349131  2.16613726  1.340558264  0.907362409  0.717859449  0.201953638  0.030966077  0.059555774  0  0  0  0
2023  1  108.69441  24.24917587  48.50706463  41.12590372  58.4513208  43.00163634  23.05524292  22.33871937  14.78766295  7.040781109  6.850283422  7.035298325  6.214596786  7.407981875  7.575206196  7.227994026  7.913500691  6.791525391  6.144558794  5.432335918  4.162383236  2.875185265  2.039918051  1.421896949  0.89466016  0.604647182  0.183331592  0.134672036  0  0  0  0  0
2024  1  111.27098  9.70345918  28.42936486  27.38337758  55.21669185  70.30965862  36.86930703  39.65525286  46.96834856  37.52255534  44.29860665  42.03406147  47.65078853  37.55936595  22.79056848  18.34986862  14.12916352  11.83099606  9.613612631  8.261532267  6.503245626  6.209568955  3.601446968  2.52665467  1.733851461  0.794396321  0.640597865  0.119076444  0.06274007  0  0  0  0
#--------
#--13 fleet: BSFRF (immature females); gear: all; catch_type: TOTAL; units: MILLIONS.
TOTAL          #--catch type
BSFRF          #--fleet
female         #--sex (male(s), female(s), undetermined)
immature       #--maturity (immature, mature, undetermined)
undetermined   #--shell condition (new shell, old shell, undetermined)
6         #--number of rows in dataframe
32        #--number of size bins in dataframe
#Year  Season  Stage1_EffN   25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 
2013  1  14.56522  0.028911095  0.031995745  0.128580179  0.028911095  0.113584452  0.030817941  0.151796555  0.245756876  0.124232596  0.243800023  0.40010292  1.008747821  1.104868464  0.371485749  0.09415885  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2014  1  5.739733  0  0.097154191  0.126269045  0.313451367  0.485770957  0.048577096  0.180218739  0.184217727  0.188583929  0.032354248  0.092171802  0.159372285  0.130034622  0.099156076  0.064708496  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2015  1  16.22074  0.029501665  0.087812313  0.059003329  0.237167268  0.208823761  0.382553547  0.356332084  0.146399735  0.089933368  0.321565608  0.37342757  0.504117299  0.299238208  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2016  1  12.13148  0.475813133  0.649604335  0.425436459  0.62792148  0.614956297  0.322766  0.829315859  0.676625361  0.280487998  0.08549756  0.114128032  0.082966873  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2017  1  40.58894  9.704050481  14.93554459  5.088998489  2.333615156  3.105674619  1.647573567  0.893571301  1.497301606  0.832628507  0.302517653  0.286018836  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2018  1  62.64809  6.631774126  9.736896134  16.91124066  19.76692159  11.49752294  5.988267785  6.898051993  4.680498128  1.932736933  1.243970702  0.62893068  0.185231823  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
#--------
#--14 fleet: BSFRF (mature females); gear: all; catch_type: TOTAL; units: MILLIONS.
TOTAL          #--catch type
BSFRF          #--fleet
female         #--sex (male(s), female(s), undetermined)
mature         #--maturity (immature, mature, undetermined)
undetermined   #--shell condition (new shell, old shell, undetermined)
6         #--number of rows in dataframe
32        #--number of size bins in dataframe
#Year  Season  Stage1_EffN   25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 
2013  1  43.91304  0  0  0  0  0  0  0  0  0  0.207484306  0.793302059  1.245212346  1.522316984  2.314005918  2.969539192  2.62590609  1.105246949  0.187108775  0  0  0  0  0.00E+00  0.00E+00  0.00E+00  0  0.00E+00  0  0  0.00E+00  0  0
2014  1  14.74518  0  0  0  0  0  0  0  0  0  0.076551741  0.558482713  0.629448679  0.509960957  0.672052638  0.997809265  0.900562453  0.716528209  0.223874075  0  0  0  0  0  0  0  0  0.00E+00  0  0  0  0  0
2015  1  16.88963  0  0  0  0  0  0  0  0  0.029501665  0.206511653  0.275468178  0.329468857  0.72456094  0.233301012  0.299322832  0.522349059  2.46E-01  0.178999026  0.066157974  0.028603828  0  0  0  0.00E+00  0  0.00E+00  0  0.00E+00  0.00E+00  0  0  0
2016  1  34.02237  0  0  0  0  0  0  0  0.048432856  0.082957699  1.087411981  3.998977315  3.912277681  2.515435918  1.767649155  1.208241866  0.50198572  0.13397769  0.029894406  0.029602586  0  0  0  0  0  0  0  0  0  0  0  0  0
2017  1  29.00915  0  0  0  0  0  0.028880951  0.055850966  0.385137775  1.374918792  4.897873955  8.79E+00  6.42E+00  3.789998251  2.61E+00  1.20E+00  0.387066083  0.025013105  0  0.00E+00  0  0  0.00E+00  0  0.00E+00  0  0.00E+00  0.00E+00  0  0.00E+00  0  0  0
2018  1  25.23109  0  0  0  0  0.017044104  0  0.176852824  5.43E-01  2.203746661  5.00153127  6.052372119  5.259073707  3.88E+00  2.663321135  0.715431084  0.283233761  1.79E-02  0.0179178  0  0  0  0  0  0  0.00E+00  0.00E+00  0  0.00E+00  0  0  0  0
#--------
#--15 fleet: BSFRFAM (all males); gear: all; catch_type: TOTAL; units: MILLIONS.
TOTAL          #--catch type
BSFRF          #--fleet
male           #--sex (male(s), female(s), undetermined)
undetermined   #--maturity (immature, mature, undetermined)
undetermined   #--shell condition (new shell, old shell, undetermined)
6         #--number of rows in dataframe
32        #--number of size bins in dataframe
#Year  Season  Stage1_EffN   25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 
2013  1  141.2804  4.07396295  1.715375307  1.014015312  0.73452336  0.369231245  0.867548077  2.531265235  1.21438859  0.818215784  1.757449087  2.719645074  5.153365413  4.957670061  3.743753047  5.9754405  7.772484999  1.48E+01  2.08E+01  1.98E+01  1.69E+01  8.704776516  3.526306016  2.840991341  3.570049636  1.424805992  0.816992023  0.394157654  0.183105023  0  0  0  0
2014  1  165.7895  0.646522922  0.743735043  0.91971346  0.571579751  0.129773463  1.698404686  0.932034664  1.051973707  0.785844604  1.252577823  0.439089086  3.20E+00  3.323635142  2.733270421  3.371909228  8.185777597  8.392465903  10.20165953  9.487366004  5.963992732  6.143580688  3.588532865  4.773324548  4.106318955  4.135295491  2.817928061  0.517419355  0.3208  0.456400276  0  0  0
2015  1  141.9355  0.127707006  1.140836391  0.275133477  0.8270377  1.028131377  0.589705882  0.442279412  0.422559948  0  0.249068323  1.22E+00  1.39332422  1.330089376  2.430599632  2.402660268  1.630283154  5.57E+00  4.373801932  4.834075429  2.843349473  2.570847702  3.221998189  3.27E+00  2.259582715  2.26E+00  1.269278031  0.924486607  0  0  0  0  0
2016  1  117.3964  9.531251522  10.39998399  5.446696278  5.616213878  2.083949913  2.040386963  2.641339934  3.722648032  1.641889582  2.122383099  3.77671292  4.030317206  7.941208269  9.944451303  10.60444566  11.75689227  10.85313056  9.221117175  15.52687487  11.53897981  10.06395623  6.653259532  4.135898065  3.384658978  1.813909486  1.03008829  0.938690914  0.493357634  0  0  0  0
2017  1  97.76547  119.874632  107.1564517  22.26109002  18.98268535  10.67769261  9.520046881  7.891888395  4.271400776  3.667647559  4.180935779  5.548220402  3.520403592  6.221808435  5.727741185  6.107893002  6.87386394  12.37726109  12.48541069  12.67454041  11.04633682  11.36594036  12.57526759  6.11777565  5.048845537  1.906222376  1.419102981  0.735027016  0.192788462  0.133222591  0.075466727  0  0
2018  1  92.01656  91.26808017  45.62953413  58.69839688  73.45433519  30.49598347  14.63437979  16.24640408  13.1667764  5.504065707  6.78566804  3.99063691  3.485591904  5.142359842  6.081210106  7.35E+00  7.839989905  6.004046327  7.359449085  7.860666106  7.548383313  7.467086571  5.640579517  4.853737913  1.68E+00  1.934462571  1.38E+00  0.431925694  0.265285542  0  0  0  0
#--------
#----------------------------------GROWTH DATA-----------------------------
# Type of growth increment: 
#   0=ignore
#   1=growth increment normal with a CV
#   2=size-at-release 
#   3= size-at-release values
#   4=growth increment gamma-distributed (ignore CV)
4   #--growth type
214    #--number of observations (nobs_growth)
## premolt_size  sex  molt_inc  CV #--sex 1: males; 2: females
 23.6 1 6.2 0.03 
 25.5 1 8.8 0.03 
 26.3 1 8.4 0.03 
 29.1 1 7.2 0.03 
 29.8 1 10.9 0.03 
 30.2 1 9.6 0.03 
 30.5 1 8.3 0.03 
 31.2 1 10.8 0.03 
 31.5 1 11 0.03 
 32.2 1 9.1 0.03 
 32.8 1 7.4 0.03 
 36.5 1 10.3 0.03 
 43 1 11.8 0.03 
 45.1 1 10.8 0.03 
 47.1 1 11.3 0.03 
 47.1 1 15.5 0.03 
 47.3 1 13.3 0.03 
 47.5 1 12.7 0.03 
 47.5 1 14.8 0.03 
 48.4 1 10.5 0.03 
 50.1 1 13.5 0.03 
 51.8 1 14.8 0.03 
 51.9 1 15.3 0.03 
 52 1 13.5 0.03 
 52.3 1 15.9 0.03 
 52.6 1 12.1 0.03 
 54.2 1 15.2 0.03 
 55.6 1 15.6 0.03 
 56 1 16.7 0.03 
 56.3 1 14.7 0.03 
 56.8 1 15 0.03 
 58.7 1 18 0.03 
 62.4 1 15 0.03 
 67.1 1 17.5 0.03 
 68.4 1 18.1 0.03 
 31.2 1 7.7 0.03 
 32.4 1 7.3 0.03 
 32.6 1 8.7 0.03 
 33.4 1 8.4 0.03 
 34.8 1 5.3 0.03 
 36.3 1 6.4 0.03 
 43.7 1 12.9 0.03 
 49.6 1 13.5 0.03 
 51 1 11.7 0.03 
 71.5 1 17.8 0.03 
 75.2 1 11.5 0.03 
 76.2 1 23.3 0.03 
 77.1 1 20.3 0.03 
 77.9 1 28.2 0.03 
 78.1 1 22.1 0.03 
 79.7 1 24.2 0.03 
 81 1 31.6 0.03 
 81.1 1 23.2 0.03 
 81.9 1 25.2 0.03 
 82.4 1 22.2 0.03 
 84.4 1 22.1 0.03 
 85.3 1 19.9 0.03 
 85.3 1 24.2 0.03 
 86.2 1 21.4 0.03 
 87.6 1 23.5 0.03 
 88.4 1 27.8 0.03 
 89 1 23.6 0.03 
 89.7 1 21.4 0.03 
 90.1 1 25.7 0.03 
 90.8 1 21.8 0.03 
 91.9 1 19.3 0.03 
 101.4 1 23.2 0.03 
 103.2 1 26.2 0.03 
 17.9 1 5.3 0.03 
 19.7 1 6.4 0.03 
 20.2 1 5.9 0.03 
 20.6 1 5.4 0.03 
 20.7 1 6.6 0.03 
 20.8 1 6.1 0.03 
 20.9 1 5 0.03 
 21.1 1 6.1 0.03 
 21.4 1 5.1 0.03 
 21.4 1 6.3 0.03 
 21.6 1 4 0.03 
 21.9 1 5.6 0.03 
 23.4 1 7.3 0.03 
 28.1 1 6.3 0.03 
 34.2 1 9.2 0.03 
 20.9 2 6.4 0.03 
 22.9 2 6.1 0.03 
 29 2 9.7 0.03 
 29.6 2 8.9 0.03 
 29.9 2 5.7 0.03 
 31 2 9 0.03 
 31.8 2 9.4 0.03 
 32.1 2 9.8 0.03 
 32.3 2 9.7 0.03 
 33.4 2 9.7 0.03 
 33.5 2 8.3 0.03 
 33.5 2 9.9 0.03 
 34.4 2 10.8 0.03 
 35 2 11.4 0.03 
 37.7 2 11.4 0.03 
 39.3 2 12.5 0.03 
 40 2 10.5 0.03 
 41.1 2 13.1 0.03 
 41.9 2 13.5 0.03 
 48.8 2 14.5 0.03 
 51.5 2 11.7 0.03 
 51.8 2 9.4 0.03 
 52 2 16.1 0.03 
 52.3 2 12 0.03 
 52.5 2 12.1 0.03 
 52.7 2 15.8 0.03 
 54.3 2 11.5 0.03 
 56.7 2 11.7 0.03 
 56.8 2 16.2 0.03 
 57.4 2 10.8 0.03 
 62.1 2 11.5 0.03 
 31.9 2 9.6 0.03 
 32 2 9.2 0.03 
 32.3 2 9.6 0.03 
 32.9 2 8.1 0.03 
 34.7 2 8.7 0.03 
 35 2 11.5 0.03 
 35.8 2 9 0.03 
 36.7 2 9.3 0.03 
 39.1 2 8.5 0.03 
 45.1 2 12.9 0.03 
 50.8 2 13.2 0.03 
 64.4 2 12.8 0.03 
 66 2 13.3 0.03 
 72.8 2 7.5 0.03 
 74.2 2 12.5 0.03 
 74.8 2 12.2 0.03 
 76.8 2 11.3 0.03 
 77 2 13.5 0.03 
 78.1 2 12.7 0.03 
 79 2 12.6 0.03 
 79.3 2 13.2 0.03 
 80.9 2 14.5 0.03 
 81.7 2 13.6 0.03 
 83.2 2 13.9 0.03 
 84 2 13.8 0.03 
 86.2 2 15.7 0.03 
 16.7 2 5 0.03 
 20.1 2 5.1 0.03 
 20.2 2 5.7 0.03 
 22.3 2 6.2 0.03 
 23 2 6.2 0.03 
 23.7 2 7 0.03 
 23.9 2 3.8 0.03 
 24.4 2 7 0.03 
 24.8 2 7.8 0.03 
 26.4 2 6.4 0.03 
 26.6 2 6.7 0.03 
 27 2 7.5 0.03 
 27.2 2 6.6 0.03 
 27.5 2 7.2 0.03 
 27.6 2 8.3 0.03 
 27.7 2 8.2 0.03 
 29.2 2 8.1 0.03 
 42.2 2 11.6 0.03 
 59.4 2 15.5 0.03 
 65.6 2 13.8 0.03 
 68.6 2 12 0.03 
 75.68 2 10.92 0.03 
 64.67 2 13.42 0.03 
 80.16 2 12.79 0.03 
 70.73 2 11.31 0.03 
 77.46 2 12.84 0.03 
 73.7 2 12.69 0.03 
 73.76 2 12.24 0.03 
 92.1 1 18.48 0.03 
 77.23 2 12.22 0.03 
 72.46 2 11.12 0.03 
 77.7 2 11.88 0.03 
 66.77 2 10.5 0.03 
 74.63 2 10.15 0.03 
 94.45 1 19.38 0.03 
 75.29 2 12.34 0.03 
 80.93 2 13.39 0.03 
 68.96 2 11.61 0.03 
 72.75 2 12.5 0.03 
 72.14 2 10.98 0.03 
 77.94 1 14.29 0.03 
 67.68 1 15.12 0.03 
 67.05 1 17.69 0.03 
 69.27 1 16.51 0.03 
 80.86 2 13.21 0.03 
 71.81 2 12.31 0.03 
 76.73 2 11.98 0.03 
 76.28 2 11.77 0.03 
 69.32 1 18.33 0.03 
 74.69 1 21.41 0.03 
 72.3 1 18.27 0.03 
 97.36 1 12.1 0.03 
 80 1 16.29 0.03 
 65.51 1 12.02 0.03 
 77.01 1 19.06 0.03 
 70.74 1 17.56 0.03 
 56.37 2 16.5 0.03 
 25.24 2 7.73 0.03 
 23.68 2 6.7 0.03 
 23.09 2 7.68 0.03 
 23.15 2 7.22 0.03 
 24.12 2 6.54 0.03 
 23.53 2 6.44 0.03 
 22.38 2 6.86 0.03 
 28.9 2 8.27 0.03 
 24.55 2 7.33 0.03 
 25.24 2 5.62 0.03 
 24.04 2 5.13 0.03 
 24.91 2 5.65 0.03 
 24.77 2 6.64 0.03 
 25.83 2 8.07 0.03 
 52.27 1 14.16 0.03 
 100.22 1 18.78 0.03 
 73.26 1 19.39 0.03 
 #-----------

#----------------------------------ENVIRONMENTAL DATA-----------------------------
1   #--format flag (0=old style, 1=new style)
0   #--NenvIndic: number of environmental indices
# EnvYrs: 1 row/per environmental data type, 2 columns (start year, stop year) per row
